rank,candidate_id,final_score,professional_band,band_id,subtype,current_title,headline,years_experience,current_company,industry,location,career_titles,current_work_evidence,negative_evidence,risk_flags,open_to_work,last_active_date,response_rate,response_hours,notice_period_days,willing_to_relocate,target_location,reasoning,professional_band_score,current_work_subtype_score,retrieval_search_ranking_score,vector_embedding_hybrid_score,production_ml_system_score,evaluation_maturity_score,python_backend_platform_score,product_shipper_score,experience_fit_score,skill_corroboration_score,behavior_fit_score,logistics_fit_score,near_miss_penalty,coherence_risk_penalty
94,CAND_0032515,171.863840,direct_search_ranking,4,search_ranking,Machine Learning Engineer,Machine Learning Engineer | Applied ML | Building intelligent products,5.1,PharmEasy,HealthTech,Seattle,Machine Learning Engineer | AI Engineer | Search Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Milvus assessment 74.3/100",not marked open to work,weak:skill_duration_overrun,False,2026-05-14,0.540,17.4,45,False,False,"Career evidence from this Machine Learning Engineer (5.1 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Hiring feasibility is tempered because not marked open to work and location/relocation fit is weaker.",102.000000,10.000000,20.000000,0.554240,7.111200,12.000000,2.828400,5.000000,8.000000,2.100000,2.620000,-0.350000,0.000000,0.000000
95,CAND_0003977,171.776000,direct_search_ranking,4,semantic_search,Recommendation Systems Engineer,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems",4.6,Google,Internet,"Delhi, Delhi",Recommendation Systems Engineer | NLP Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents. | Learning to Rank assessment 90.2/100,not marked open to work,weak:skill_duration_overrun | weak:repeated_role_description,False,2026-03-18,0.550,20.3,45,False,True,"At Google, this Recommendation Systems Engineer built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.55 recruiter response rate and 45-day notice; not marked open to work.",102.000000,9.000000,20.000000,8.000000,7.680000,9.600000,0.200000,3.840000,5.500000,2.100000,2.306000,2.000000,0.000000,0.450000
96,CAND_0030827,171.765380,direct_search_ranking,4,search_ranking,Senior Data Scientist,"Senior Data Scientist | Search, Ranking & Retrieval",5.4,Freshworks,SaaS,Singapore,Senior Data Scientist | NLP Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",120-day notice period,weak:skill_duration_overrun,True,2026-04-09,0.520,37.0,120,False,False,"This 5.4-year Senior Data Scientist owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Relative to nearby candidates, notice period is 120 days and location/relocation fit is weaker.",102.000000,10.000000,20.000000,5.878080,3.680000,11.560500,2.828400,4.668400,8.000000,1.800000,4.000000,-2.650000,0.000000,0.000000
97,CAND_0022812,171.650640,direct_search_ranking,4,search_ranking,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,4.5,Dream11,Gaming,"Coimbatore, Tamil Nadu",Applied ML Engineer | Applied ML Engineer | Recommendation Systems Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.,not marked open to work,weak:skill_duration_overrun,False,2026-03-19,0.790,2.8,60,True,False,Applied ML Engineer with 4.5 years at Dream11; shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. Main concern: not marked open to work.,102.000000,10.000000,18.404160,2.254080,10.000000,12.000000,2.520400,5.000000,5.500000,0.000000,2.122000,1.850000,0.000000,0.000000
98,CAND_0024620,171.197780,direct_search_ranking,4,search_ranking,AI Engineer,"AI Engineer | ML, NLP, Recommendation Systems",5.9,PharmEasy,HealthTech,New York,AI Engineer | NLP Engineer | Recommendation Systems Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-04-12,0.410,12.3,45,True,False,"Career evidence from this AI Engineer (5.9 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Availability signals are supportive: open to work, 0.41 response rate, and 45-day notice.",102.000000,10.000000,20.000000,1.540480,6.000000,10.360500,3.028400,4.668400,8.000000,0.450000,4.000000,1.600000,0.000000,0.450000
99,CAND_0012957,170.999580,direct_search_ranking,4,search_ranking,Search Engineer,"Search Engineer | ML, NLP, Recommendation Systems",4.9,Razorpay,Fintech,"Chennai, Tamil Nadu",Search Engineer | NLP Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",not marked open to work | 120-day notice period,weak:skill_duration_overrun,False,2026-05-02,0.670,47.7,120,True,False,"At Razorpay, this Search Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.67 recruiter response rate and 120-day notice; not marked open to work and notice period is 120 days.",102.000000,10.000000,20.000000,4.266880,5.378400,11.560500,4.751800,5.000000,5.500000,0.450000,2.542000,-0.450000,0.000000,0.000000
100,CAND_0076831,170.608260,direct_search_ranking,4,relevance_ownership,Search Engineer,"Search Engineer | Search, Ranking & Retrieval",4.0,Krutrim,AI/ML,"Delhi, Delhi",Search Engineer | Search Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | BM25 assessment 91.3/100",90-day notice period,weak:skill_duration_overrun,True,2026-05-14,0.500,40.1,90,True,True,"This 4.0-year Search Engineer owns a production relevance system with explicit evaluation and operational evidence. Relative to nearby candidates, notice period is 90 days.",102.000000,12.000000,16.800960,2.092800,12.000000,8.184500,0.880000,5.000000,5.500000,1.200000,4.000000,0.950000,0.000000,0.000000
101,CAND_0096142,170.576720,direct_search_ranking,4,search_ranking,Applied ML Engineer,"Applied ML Engineer | Search, Ranking & Retrieval",5.0,upGrad,EdTech,"Hyderabad, Telangana",Applied ML Engineer | Applied ML Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Weaviate assessment 85.7/100,120-day notice period,,True,2026-05-21,0.840,7.3,120,False,True,Applied ML Engineer with 5.0 years at upGrad; shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. Main concern: notice period is 120 days.,102.000000,10.000000,13.033440,3.178880,10.374000,12.000000,1.840400,5.000000,8.000000,1.200000,4.000000,-0.050000,0.000000,0.000000
102,CAND_0076904,170.525600,direct_search_ranking,4,search_ranking,Senior Data Scientist,"Senior Data Scientist | Search, Ranking & Retrieval",4.2,Nykaa,E-commerce,London,Senior Data Scientist | AI Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation Systems assessment 52.3/100",90-day notice period,weak:skill_duration_overrun,True,2026-04-21,0.540,65.8,90,False,False,"Career evidence from this Senior Data Scientist (4.2 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Hiring feasibility is tempered because notice period is 90 days and location/relocation fit is weaker.",102.000000,10.000000,20.000000,6.243200,4.675600,12.000000,3.508400,4.668400,5.500000,0.000000,3.580000,-1.650000,0.000000,0.000000
103,CAND_0040117,170.484640,direct_search_ranking,4,semantic_search,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",6.5,PhonePe,Fintech,"Vizag, Andhra Pradesh",Recommendation Systems Engineer | Applied ML Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Embeddings assessment 53.2/100,,weak:skill_duration_overrun,True,2026-03-17,0.660,7.1,15,False,False,"At PhonePe, this Recommendation Systems Engineer built a 10M-user recommender using embedding similarity, engagement features, and A/B testing, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.66 recruiter response rate and 15-day notice; location/relocation fit is weaker.",102.000000,9.000000,11.112000,7.704640,9.283600,9.600000,2.828400,4.680000,8.000000,0.900000,3.926000,1.450000,0.000000,0.000000
104,CAND_0042100,170.312640,direct_search_ranking,4,search_ranking,Machine Learning Engineer,Machine Learning Engineer | Applied ML | Building intelligent products,7.3,Freshworks,SaaS,Singapore,Machine Learning Engineer | Senior Data Scientist,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Elasticsearch assessment 68.7/100",90-day notice period,,True,2026-03-23,0.870,16.2,90,True,False,"This 7.3-year Machine Learning Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Relative to nearby candidates, notice period is 90 days.",102.000000,10.000000,19.841760,0.452480,5.040000,12.000000,2.828400,5.000000,8.000000,0.600000,4.000000,0.550000,0.000000,0.000000
105,CAND_0077285,170.004000,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems",5.5,Nykaa,E-commerce,"Ahmedabad, Gujarat",Recommendation Systems Engineer | Applied ML Engineer | AI Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.,,weak:skill_duration_overrun,True,2026-05-03,0.560,15.9,60,False,False,Recommendation Systems Engineer with 5.5 years at Nykaa; shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. Main concern: location/relocation fit is weaker.,102.000000,10.000000,13.117920,3.340480,10.995600,12.000000,0.000000,5.000000,8.000000,0.900000,4.000000,0.650000,0.000000,0.000000
106,CAND_0051630,169.362880,direct_search_ranking,4,search_ranking,Machine Learning Engineer,"Machine Learning Engineer | ML, NLP, Recommendation Systems",6.0,Razorpay,Fintech,"Kolkata, West Bengal",Machine Learning Engineer | AI Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",not marked open to work | 90-day notice period,weak:skill_duration_overrun,False,2026-04-04,0.510,64.9,90,False,False,"Career evidence from this Machine Learning Engineer (6.0 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Hiring feasibility is tempered because not marked open to work and notice period is 90 days.",102.000000,10.000000,20.000000,4.790080,3.680000,12.000000,3.028400,4.668400,8.000000,0.900000,1.196000,-0.900000,0.000000,0.000000
107,CAND_0095528,169.103520,direct_search_ranking,4,semantic_search,Senior Data Scientist,"Senior Data Scientist | Search, Ranking & Retrieval",5.3,Netflix,Media,"Indore, Madhya Pradesh",Senior Data Scientist | Recommendation Systems Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | pgvector assessment 86.8/100,,,True,2026-05-03,0.550,53.3,45,False,False,"At Netflix, this Senior Data Scientist built a 10M-user recommender using embedding similarity, engagement features, and A/B testing, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.55 recruiter response rate and 45-day notice; location/relocation fit is weaker.",102.000000,9.000000,11.684160,5.240960,12.000000,6.700000,3.028400,5.000000,8.000000,1.800000,4.000000,0.650000,0.000000,0.000000
108,CAND_0042506,168.994480,direct_search_ranking,4,relevance_ownership,Search Engineer,"Search Engineer | Search, Ranking & Retrieval",4.2,Verloop.io,Conversational AI,"Mumbai, Maharashtra",Search Engineer | Machine Learning Engineer,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | scikit-learn assessment 73.6/100",,weak:skill_duration_overrun,True,2026-05-22,0.480,75.7,15,False,True,This 4.2-year Search Engineer owns a production relevance system with explicit evaluation and operational evidence. A 0.48 response rate and 15-day notice make the profile workable for outreach.,102.000000,12.000000,14.695680,8.000000,5.378400,7.900000,2.520400,3.000000,5.500000,1.200000,4.000000,2.800000,0.000000,0.000000
109,CAND_0005260,168.725020,direct_search_ranking,4,applied_ml,Senior NLP Engineer,"Senior NLP Engineer | LLMs, RAG, Vector Search | ex-Top Tech",5.2,Netflix,Media,"Chennai, Tamil Nadu",Senior NLP Engineer | Senior NLP Engineer,"Built the data curation pipeline that generated 200K high-quality preference pairs from recruiter labels, plus the eval harness using both ranking metrics and human-quality scores.",not marked open to work,weak:skill_duration_overrun,False,2026-05-10,0.860,46.8,60,True,False,Senior NLP Engineer with 5.2 years at Netflix; has shipped applied-ML work with concrete modeling and production evidence. Main concern: not marked open to work.,102.000000,4.000000,13.448160,7.034560,12.000000,9.507500,2.200000,4.970800,8.000000,1.800000,1.914000,1.850000,0.000000,0.000000
110,CAND_0079284,168.473840,direct_search_ranking,4,search_ranking,Machine Learning Engineer,Machine Learning Engineer | Applied ML | Building intelligent products,4.9,Google,Internet,"Hyderabad, Telangana",Machine Learning Engineer | Machine Learning Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | scikit-learn assessment 84.2/100,not marked open to work,weak:skill_duration_overrun,False,2026-04-11,0.790,59.2,30,False,True,Career evidence from this Machine Learning Engineer (4.9 years) shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. Hiring feasibility is tempered because not marked open to work.,102.000000,10.000000,12.837600,4.165440,9.378400,12.000000,1.640400,5.000000,5.500000,1.650000,1.502000,2.800000,0.000000,0.000000
